FECHA,SEMANA,00 TOTAL CDMX,Azcapotzalco,Benito Juárez,Coyoacán,Cuajimalpa de Morelos,Cuauhtémoc,Gustavo A. Madero,Iztacalco,Iztapalapa,Magdalena Contreras,Miguel Hidalgo,Milpa Alta,Tlalpan,Tláhuac,Venustiano Carranza,Xochimilco,Álvaro Obregón
2020-04-04,14,-60.765354759635024,-52.365308804205,-61.2770524056519,-73.39850784666841,-60.93133385951071,-58.241523157557,-54.540420819490606,-56.3296516567545,-56.254300261455896,-56.647398843930596,-71.25220458553791,-55.7377049180328,-65.0079744816587,-51.3536379018612,-60.012457178449104,-64.8288973384031,-64.2239048134127
2020-04-11,15,-77.15681601525262,-73.58738501971091,-73.2248256125917,-80.8078209416002,-82.2415153906867,-75.195208043641,-75.2676264304171,-71.02803738317759,-76.3038392734278,-80.5635838150289,-80.0881834215168,-73.7704918032787,-79.9681020733652,-76.818950930626,-75.2725007785737,-82.27186311787071,-84.6133044889129
2020-04-13,16,-70.73736512069921,-63.316953316953295,-72.423636882672,-79.2497069167644,-79.1907514450867,-64.3257883536467,-63.441422594142296,-69.8767334360555,-67.2393878140341,-75.4323196183661,-78.5420808482439,-59.509202453987704,-75.3581661891118,-58.9823468328141,-71.31214343928279,-66.7610419026048,-78.6399488382008
2020-04-25,17,-70.54677924553997,-63.1406044678055,-67.3045966732248,-76.64008232570109,-72.4546172059984,-67.1515670125147,-70.3026947212994,-64.910790144435,-73.33149855511209,-68.7138728323699,-74.0917107583774,-59.5628415300546,-72.7272727272727,-68.9509306260575,-68.6079103083152,-73.43155893536121,-76.04110329908059
2020-04-30,18,-68.05524904910882,-58.675436606940295,-72.9206500956023,-79.1075817734922,-69.4444444444444,-68.4334326485808,-59.3553719008264,-58.1031976744186,-56.78173416689321,-64.4582043343653,-80.40057224606579,-59.5744680851064,-62.68878435256251,-42.7685950413223,-70.0356718192628,-59.71496437054629,-75.17043415859351
2020-05-01,18,-79.35974046111092,-77.047744196233,-80.6823120382442,-85.05555555555559,-79.2513368983957,-76.30563213863729,-75.49243505566659,-76.064,-78.71200652148599,-78.4830554061323,-86.5094957432875,-66.1616161616162,-77.8365278695748,-67.89699570815449,-78.05265546981391,-75.42754275427541,-81.283676703645
2020-05-02,18,-68.49550592400927,-63.8633377135348,-66.6785905920229,-74.42757910985341,-68.8239936858721,-65.2690127286341,-66.5190107050572,-64.1886151231946,-71.65267648273009,-69.0751445086705,-71.90476190476191,-75.9562841530055,-67.4003189792663,-66.6666666666667,-68.0161943319838,-72.76615969581749,-69.9837750135208
2020-05-04,19,-70.93341714183093,-65.01229000000001,-71.25321,-80.09379,-76.30058000000001,-64.84813,-66.5795,-66.98767,-70.02599000000001,-74.53787,-77.16368,-72.39264,-75.17583,-57.6324,-70.52431,-63.476780000000005,-78.76785
2020-05-05,19,-73.03743506092964,-69.6162,-74.22825999999999,-80.14081999999999,-76.78571,-69.37697,-70.42413,-67.68771,-70.31441,-75.2809,-77.9516,-72.09302,-75.50914,-62.1,-68.81473000000001,-66.61491,-81.21127
2020-05-09,19,-67.80607381179354,-63.76478,-64.40708000000001,-77.15462,-60.773480000000006,-64.65932,-68.457,-64.48598,-71.33618,-67.48555,-72.01058,-63.934430000000006,-67.49601,-65.73604,-66.73933000000001,-67.96578000000001,-66.65765
2020-05-12,20,-76.61233945142763,-71.91898,-79.24939,-84.48954,-78.9881,-71.60146999999999,-71.8755,-74.48637,-76.18075,-78.59255,-82.0484,-76.16279,-76.39686999999999,-72.3,-71.31761,-74.4824,-83.11013
2020-05-16,20,-66.85278496527305,-59.59264,-67.37614,-78.6725,-59.589580000000005,-61.12953,-63.086009999999995,-63.636359999999996,-71.91413,-64.2341,-73.61551999999999,-73.22404,-65.55024,-68.44332,-67.36219,-60.5038,-68.25310999999999
2020-05-18,21,-69.32010356335773,-63.587223587223605,-70.3397088210106,-79.78898007034,-71.868978805395,-62.7490810601664,-66.823570432357,-67.68104776579351,-65.4923476754259,-71.07930828861059,-77.2962226640159,-62.5766871165644,-71.9458192237562,-53.582554517134,-72.48030426514529,-55.209513023782606,-77.1903645278192
2020-05-19,21,-73.6295971378833,-70.362473347548,-75.3426412194185,-83.3091737419756,-77.8571428571429,-68.6866104150686,-68.6985970004838,-69.0698543145312,-71.920511773513,-73.3885274985216,-81.2155317951604,-79.6511627906977,-74.5953002610966,-68.1,-68.584579976985,-64.4409937888199,-79.73216070357779
2020-05-23,21,-65.79906032956558,-59.362680683311396,-63.0298694330173,-73.65577566246459,-62.3520126282557,-60.9156059471601,-63.381321520856396,-61.5972812234494,-71.1297646896931,-61.99421965317921,-72.363315696649,-66.6666666666667,-64.7527910685805,-71.57360406091371,-67.39333540952971,-65.1615969581749,-65.6300703082748
2020-05-27,22,-72.70357781032098,-68.6395962376692,-72.404127914384,-81.8565400843882,-80.35107587768971,-66.8061023622047,-69.950344385712,-67.8201926507314,-69.8879168944779,-71.51095732410609,-78.90738464975979,-75.3164556962025,-72.19115404168791,-76.76579925650559,-72.77676950998179,-66.41828117237951,-80.4920238324044
2020-05-28,22,-71.75885659392728,-68.40553413472439,-74.7490439770555,-81.1495556816033,-76.48148148148151,-67.3357378077466,-67.2396694214876,-70.1671511627907,-64.63712965479749,-68.1733746130031,-80.6969139587165,-56.0283687943262,-68.5565734092597,-68.07851239669421,-71.0344827586207,-61.805225653206705,-77.8614998205956
2020-05-29,22,-68.61917200415071,-62.264564169951804,-71.3059539330726,-79.6666666666667,-69.8395721925134,-61.8668767231193,-62.98886668569801,-61.728,-61.4184231978572,-62.937062937062905,-82.16858452614841,-65.15151515151521,-67.349636483807,-61.030042918454896,-71.10758057194741,-59.6759675967597,-75.08716323296349
2020-05-30,22,-59.194130464387854,-55.7818659658344,-57.681988910749396,-71.0830975045022,-54.1436464088398,-53.4923521232217,-54.909560723514204,-54.4604927782498,-62.3228292280171,-49.132947976878604,-70.63492063492059,-68.30601092896171,-54.73684210526321,-60.2368866328257,-62.4416069760199,-59.8859315589354,-57.084910762574395
2020-06-02,23,-67.45301769632503,-66.4605543710021,-67.70846676059949,-78.9397390764133,-75.1785714285714,-62.379613057189104,-62.50604741170779,-63.0930145685469,-58.350347080441,-65.4642223536369,-79.6173325830051,-68.02325581395351,-66.3707571801567,-66.9,-65.3624856156502,-58.9544513457557,-72.7563461922846
2020-06-07,23,-59.52670917209923,-52.64720435427999,-57.58096172718351,-68.8249400479616,-63.841807909604505,-56.673028923799706,-59.7254004576659,-53.5169988276671,-60.7616203098749,-63.3885102239533,-70.244018005212,-83.7209302325581,-61.76470588235289,-51.3793103448276,-61.5929941618015,-56.6577896138482,-62.353889560661
2020-06-09,24,-65.63403835346044,-66.1620469083156,-67.2473421288587,-77.3244978256368,-73.03571428571429,-59.047132020796006,-57.845508788905,-58.348898020171795,-57.520076221587,-64.8137196924897,-78.5931344963422,-79.6511627906977,-63.7597911227154,-66.0,-63.95281933256621,-55.4865424430642,-72.9962022786328
2020-06-11,24,-67.52560590915581,-62.8713994102971,-69.3714149139579,-81.0172055208924,-73.7037037037037,-60.4829857299671,-61.2066115702479,-57.703488372093,-58.9698287578146,-63.7151702786378,-81.3815655017372,-66.6666666666667,-62.886853181480596,-67.3553719008264,-69.8454221165279,-58.717339667458404,-74.7219232149264
2020-06-14,24,-57.730974043030784,-51.26175160811479,-55.5937193326791,-68.5508735868448,-60.451977401129895,-50.9469975040376,-59.674548690567,-49.5896834701055,-60.3696098562628,-60.856864654333,-69.604359156598,-77.9069767441861,-55.6184012066365,-67.7011494252874,-58.256880733944904,-56.6577896138482,-63.9258363563079
2020-06-21,25,-52.47271772094467,-42.7016328550223,-51.1040235525025,-61.6306954436451,-51.638418079096006,-50.2716194391426,-52.4281718789728,-40.4454865181712,-50.401344035841,-60.4673807205453,-67.0931058990761,-75.5813953488372,-56.410256410256395,-51.0344827586207,-55.3794829024187,-54.327563249001294,-55.7436517533253
2020-06-26,26,-58.872150856979275,-52.431011826544,-64.2546718817905,-73.8888888888889,-64.0641711229947,-48.743599842457705,-50.3853839566086,-51.136,-47.8164667520671,-55.0833781603012,-75.0958929740855,-64.1414141414141,-62.723066754791795,-53.3047210300429,-54.584657285519704,-49.099909990999095,-68.1299524564184
2020-06-30,27,-51.55099858813208,-58.0597014925373,-59.152043038299,-65.99710084903711,-62.261904761904795,-33.9384641609137,-46.766650540235396,-44.2286141202839,-40.9554920375664,-49.7930218805441,-71.2999437253799,-55.8139534883721,-51.4621409921671,-41.8,-45.13808975834289,-36.80124223602479,-60.3038177093744
2020-07-01,27,-48.27961467668042,-51.0438173893095,-58.46604663014399,-69.4193289129998,-56.738391845979606,-19.1519028871391,-44.2575684766939,-46.057795219407794,-37.2334609075998,-53.402537485582506,-70.86359066026141,-47.468354430379705,-49.542450432130096,-44.888475836431205,-48.483277158413294,-41.2816691505216,-59.081299250432394
2020-07-02,27,-53.934028273597036,-51.9845770015877,-60.7433078393882,-69.04896955946299,-58.7037037037037,-44.9427630547279,-43.223140495867796,-43.5683139534884,-40.405001359065,-50.340557275541805,-73.7482117310443,-44.68085106382979,-50.7551374102501,-40.0826446280992,-51.51010701545779,-42.755344418052296,-61.9483315392896
2020-07-04,27,-44.205365654364705,-41.557161629435,-45.6090144875693,-56.007203498842294,-44.90923441199679,-37.7580489891967,-39.6271686969361,-37.510620220900606,-40.2642080638503,-35.260115606936395,-64.1975308641975,-54.644808743169406,-43.47687400318979,-46.023688663282606,-43.2575521644348,-45.24715,-39.0751757706869
2020-07-12,28,-28.003438641736512,-18.060370000000002,-28.75368,-30.352859999999996,-45.08475,-33.7689,-9.890669,-27.31536,-25.48068,-25.413829999999997,-53.3286,-56.39535,-31.787329999999997,-32.87356,-24.270229999999998,-24.36751,-34.3813
2020-07-14,29,-41.8241881759489,-44.00853,-49.442809999999994,-51.8948,-56.42856999999999,-40.63752,-29.801640000000003,-22.56257,-21.35566,-46.06742,-67.7659,-12.7907,-40.65274,-28.8,-19.62025,-23.706,-50.72956
2020-07-16,29,-35.56268092895253,-31.027440000000002,-42.57887,-48.15655,-47.83951,-37.9724,-12.49587,-21.98401,-11.11715,-34.67492,-64.90905,-2.1276599999999997,-27.506809999999998,-3.4090910000000005,-21.73603,-21.14014,-48.47506
2020-03-09,11,-46.73521004504707,-44.6437346437346,-54.5960605195547,-59.3434935521688,-51.9588953114965,-40.1431611530277,-37.5348675034867,-39.0986132511556,-35.965925498123,-52.4746571258199,-60.8217362491716,-44.785276073619606,-52.435530085959904,-28.9719626168224,-36.892148872589004,-36.97621744054361,-55.2547431251332
2020-03-15,11,-10.77202282876042,-18.159327065809,-12.3895976447498,-14.4912641315519,-14.350282485875699,-13.992071648803401,-12.890922959572801,-5.8616647127784205,-0.4,-7.88704965920156,-43.3072731580194,-24.418604651162802,-25.188536953242803,-0.4,-4.5454545454545405,-0.4,-21.4026602176542
2020-03-20,12,-37.0308083157405,-30.3985983355234,-46.8491960017384,-48.72222222222221,-45.08021390374329,-32.35131941709339,-26.2203825292606,-16.0,-14.0561313613602,-35.7181280258203,-62.3257554495276,-0.4,-41.5510024234413,-6.78111587982833,-26.600090785292803,-21.062106210621103,-52.4405705229794
2020-04-06,15,-48.76606953112142,-31.8427518427518,-52.2028737272814,-66.2680734661977,-65.4035538428602,-36.951054362545904,-39.9930264993027,-47.021058038007205,-41.1589180864376,-58.8153448618565,-64.0910094985642,-38.241308793456,-56.72484153859511,-32.0872274143302,-49.2348093815086,-19.6300490751227,-65.4799971576778
2020-04-18,16,-67.80096690725861,-63.4034165571616,-68.0558039706672,-73.8101363519424,-66.45619573796371,-65.9856669162477,-64.4149132521225,-68.6491079014444,-67.5381863217284,-64.8121387283237,-74.44444444444441,-63.9344262295082,-69.5374800637959,-48.223350253807105,-67.8293366552476,-69.5817490494297,-69.5781503515414
2020-04-19,16,-65.63507414571244,-58.683819891142996,-62.168792934249296,-74.2034943473792,-65.3107344632768,-63.6029951548965,-61.1492499364353,-62.6025791324736,-69.1431771513907,-69.0360272638754,-75.0769959725184,-74.4186046511628,-71.2292609351433,-60.9195402298851,-63.5529608006672,-68.641810918775,-67.9967754937525
2020-04-21,17,-70.24111414198183,-66.7803837953092,-71.9098245164596,-80.7827707599917,-77.73809523809521,-65.2518537458451,-62.7801967424609,-63.3545013074337,-63.79474615489321,-74.86694263749258,-80.3601575689364,-75.0,-73.5770234986945,-65.2,-62.3993095512083,-68.5300207039337,-77.1537077753348
2020-04-22,17,-72.15407558678508,-65.3590272998394,-73.65269461077841,-81.7359855334539,-78.1993204983012,-67.3474409448819,-65.5133749799776,-70.6742775597574,-67.09950792782939,-75.49019607843141,-81.398726399285,-60.126582278480996,-74.6059989832232,-67.84386617100371,-64.6616541353384,-70.0943864878291,-80.2421679800115
2020-04-23,17,-76.30236392195553,-67.11272397369021,-77.01959847036329,-85.32803932690491,-83.4567901234568,-72.1263917202446,-70.5289256198347,-72.0930232558139,-72.3566186463713,-78.08049535603709,-84.28367054976499,-68.7943262411348,-77.4944293141867,-71.6942148760331,-72.86563614744351,-76.437054631829,-83.1001076426265
