Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,495.250000,507.497009,489.825012,498.720001,494.422974,1216196
2016-09-01,498.625000,570.000000,487.119995,548.046997,543.945313,2096668
2016-10-01,546.250000,560.000000,529.750000,538.434998,534.405396,1247352
2016-11-01,536.000000,577.500000,509.250000,570.234985,565.967407,1596652
2016-12-01,569.750000,612.041992,555.000000,598.695007,594.849060,1081352
2017-01-01,608.747009,2647.979980,596.750000,2527.899902,2511.661133,1593068
2017-02-01,660.000000,700.000000,650.005005,686.757996,682.346375,1411436
2017-03-01,690.546997,698.875000,655.000000,673.375000,669.613708,1093256
2017-04-01,673.369995,695.250000,650.013000,675.867004,672.091858,519848
2017-05-01,675.867004,741.775024,675.867004,712.974976,708.992493,1341396
2017-06-01,713.177002,727.750000,638.000000,655.708008,652.610413,1237472
2017-07-01,658.750000,684.250000,644.984985,662.340027,659.211304,844816
2017-08-01,662.340027,734.000000,662.340027,733.906982,730.440125,1858824
2017-09-01,733.747009,735.000000,667.500000,701.572998,698.867676,944372
2017-10-01,702.049988,811.182007,695.000000,811.177002,808.049011,1556304
2017-11-01,811.177002,844.994995,773.041992,801.094971,798.005920,1064256
2017-12-01,794.447998,864.075012,784.838013,832.726990,830.142456,990508
2018-01-01,832.726990,3357.189941,765.653015,3356.050049,3345.634033,1114939
2018-02-01,778.000000,850.500000,710.625000,843.447998,840.830200,1554568
2018-03-01,837.500000,852.000000,750.000000,762.804993,761.084656,560432
2018-04-01,763.000000,809.750000,750.750000,774.750000,773.002686,700288
2018-05-01,774.750000,943.497009,774.750000,932.666992,930.563538,1031676
2018-06-01,932.666992,999.497009,902.497009,921.632996,920.290039,1499492
2018-07-01,900.000000,945.695007,877.349976,888.807007,887.511902,665736
2018-08-01,926.250000,1100.000000,908.752991,1087.819946,1086.234863,1332472
2018-09-01,1086.250000,1124.920044,1012.250000,1052.989990,1051.652100,1149948
2018-10-01,1060.540039,1123.750000,1011.500000,1114.260010,1112.844360,1640180
2018-11-01,1115.250000,1120.000000,873.750000,912.054993,910.896179,1780924
2018-12-01,925.000000,940.250000,730.500000,770.375000,769.529907,1235196
2019-01-01,770.375000,806.513000,695.000000,796.750000,795.875916,2382360
2019-02-01,800.002991,840.500000,791.252991,837.046997,836.128723,1487096
2019-03-01,838.684998,936.200012,830.497009,920.242004,919.438477,1213292
2019-04-01,919.312012,992.500000,909.119995,950.997009,950.166626,882448
2019-05-01,950.997009,1012.500000,844.250000,859.890015,859.139038,1247904
2019-06-01,873.104980,965.000000,841.125000,946.710022,946.075073,1447404
2019-07-01,965.000000,1051.000000,938.780029,1025.060059,1024.372314,973624
2019-08-01,1030.000000,1062.119995,946.224976,1041.859985,1041.161255,915236
2019-09-01,1041.859985,1107.500000,1023.219971,1103.890015,1103.364380,571692
2019-10-01,1107.060059,1196.250000,1068.000000,1194.540039,1193.971191,690268
2019-11-01,1194.540039,1312.500000,1194.540039,1298.750000,1298.131592,697004
2019-12-01,1309.040039,5201.000000,1255.000000,5151.060059,5149.414063,653557
2020-01-01,1378.439941,1531.219971,1378.439941,1466.979980,1466.511108,2715428
2020-02-01,1466.979980,1532.719971,1262.500000,1318.750000,1318.328491,1751568
2020-03-01,1375.000000,1562.500000,1335.030029,1501.890015,1501.600586,1475212
2020-04-01,1491.000000,1775.000000,1445.000000,1763.439941,1763.100220,697816
2020-05-01,1763.439941,7379.490234,1750.000000,7361.109863,7359.691406,539881
2020-06-01,1775.000000,2110.500000,1728.000000,2099.800049,2099.631104,835600
2020-07-01,2100.000000,2370.000000,2000.010010,2364.189941,2363.999756,1238800
2020-08-01,2391.250000,2950.000000,2391.250000,2847.629883,2847.400879,2515289
2020-09-01,2897.729980,3009.050049,2240.000000,2435.090088,2435.090088,1479668
