Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,1099.550049,1104.000000,1033.660034,1040.000000,1019.618958,46235
2005-02-01,1046.400024,1060.640015,1018.489990,1027.359985,1007.226624,32185
2005-03-01,1035.099976,1035.410034,999.299988,1017.000000,997.239746,30700
2005-04-01,1015.510010,1015.510010,795.000000,855.669983,839.044556,20800
2005-05-01,846.000000,849.239990,800.030029,827.479980,811.402100,15235
2005-06-01,828.599976,832.849976,795.159973,798.640015,783.311707,15820
2005-07-01,798.640015,905.140015,798.640015,885.880005,868.877380,34005
2005-08-01,886.000000,897.000000,858.900024,861.840027,845.298889,13990
2005-09-01,847.099976,872.909973,835.169983,861.960022,845.607483,15290
2005-10-01,862.700012,912.000000,857.950012,884.070007,867.298218,37050
2005-11-01,880.479980,947.500000,868.500000,938.469971,920.666199,80720
2005-12-01,938.000000,946.559998,875.349976,878.229980,861.762451,36841
2006-01-01,864.289978,898.390015,841.000000,852.000000,836.024292,46815
2006-02-01,849.369995,855.380005,835.299988,835.349976,819.686523,48465
2006-03-01,838.650024,924.890015,838.650024,904.989990,888.231262,59435
2006-04-01,903.270020,933.000000,890.000000,900.000000,883.333618,53590
2006-05-01,908.400024,922.599976,894.770020,902.000000,885.296448,52080
2006-06-01,906.250000,910.500000,800.000000,878.289978,862.309204,45675
2006-07-01,870.909973,871.599976,816.599976,835.000000,819.806946,18055
2006-08-01,835.799988,888.000000,812.780029,888.000000,871.842590,30212
2006-09-01,884.000000,937.000000,870.169983,907.270020,891.087524,30340
2006-10-01,899.869995,994.859985,899.869995,993.190002,975.475281,20310
2006-11-01,991.000000,1029.000000,979.989990,1013.599976,995.521179,28535
2006-12-01,1014.299988,1060.599976,1000.000000,1000.000000,982.457397,13800
2007-01-01,1046.959961,1104.869995,1025.000000,1091.589966,1072.440552,22030
2007-02-01,1091.000000,1093.089966,1033.680054,1035.680054,1017.511719,10100
2007-03-01,1036.010010,1053.880005,1000.000000,1041.619995,1023.347168,17695
2007-04-01,1010.000000,1102.709961,1010.000000,1030.000000,1011.931152,27835
2007-05-01,1116.739990,1156.000000,1075.000000,1149.000000,1128.843506,9890
2007-06-01,1141.420044,1142.619995,1107.040039,1133.439941,1113.970947,1345
2007-07-01,1130.000000,1293.030029,1130.000000,1243.400024,1222.041992,23285
2007-08-01,1248.000000,1251.040039,1200.000000,1220.000000,1199.044067,4850
2007-09-01,1220.000000,1303.369995,1220.000000,1250.000000,1228.528564,3540
2007-10-01,1250.000000,1304.000000,1225.000000,1231.000000,1209.855469,11695
2007-11-01,1219.099976,1219.099976,1090.000000,1168.510010,1148.438477,4260
2007-12-01,1125.000000,1208.000000,1125.000000,1208.000000,1187.250244,450
2008-01-01,1117.500000,1200.000000,1050.000000,1153.619995,1133.804199,15665
2008-02-01,1200.000000,1200.000000,1151.000000,1159.199951,1139.288330,1795
2008-03-01,1250.000000,1275.199951,1214.839966,1270.000000,1248.616699,38870
2008-04-01,1243.869995,1309.000000,1225.500000,1266.359985,1245.037354,12125
2008-05-01,1279.400024,1400.000000,1150.000000,1337.030029,1314.517578,9205
2008-06-01,1317.670044,1350.000000,1150.000000,1232.000000,1211.255981,5205
2008-07-01,1223.390015,1317.869995,1130.000000,1150.000000,1130.636841,4620
2008-08-01,1260.760010,1300.000000,1100.000000,1255.209961,1234.075073,11870
2008-09-01,1225.800049,1285.000000,1198.239990,1285.000000,1263.363159,5460
2008-10-01,1171.000000,1350.000000,1051.000000,1350.000000,1327.269043,17445
2008-11-01,1350.000000,1350.000000,1042.300049,1312.000000,1289.908936,1000
2008-12-01,1020.000000,1122.359985,910.000000,1098.400024,1080.305786,1520
2009-01-01,1162.540039,1307.750000,1162.540039,1307.750000,1286.207153,2700
2009-02-01,1357.280029,1357.280029,1150.000000,1200.000000,1180.232300,1150
2009-03-01,1250.000000,1500.000000,1150.000000,1150.000000,1131.055664,8605
2009-04-01,1200.000000,1445.000000,1200.000000,1445.000000,1421.196289,1270
2009-05-01,1275.000000,1387.520020,1275.000000,1383.369995,1360.581055,13620
2009-06-01,1431.510010,1474.449951,1377.180054,1377.180054,1355.078003,14710
2009-07-01,1378.060059,1575.959961,1351.719971,1561.619995,1536.558105,13910
2009-08-01,1572.229980,1588.079956,1523.699951,1579.000000,1553.658813,25395
2009-09-01,1572.800049,1635.500000,1564.000000,1615.000000,1589.080933,3215
2009-10-01,1634.000000,1675.050049,1574.829956,1599.000000,1573.337891,5595
2009-11-01,1647.209961,1675.739990,1635.300049,1635.300049,1609.055420,2545
