07,553
11,637
22,715
28,586
16,954
31,586
18,844
26,682
19,749
23,776
03,549
25,728
24,788
20,804
04,822
15,844
29,567
30,599
01,499
27,765
17,808
09,548
05,721
08,486
02,592
06,667
10,525
12,731
13,825
14,860
21,755
