2019-10-07 08:46:43 UTC,purchase,3600182,2053013563810775923,appliances.kitchen.washer,midea,129.94,516775050,c3083fd1-7379-4eb1-826e-802f063f3b5f,2019-10-07 08:46:43
2019-10-07 08:49:35 UTC,purchase,3601425,2053013563810775923,appliances.kitchen.washer,beko,231.49,557644398,20599156-b852-424f-a6fa-28ebac1b6614,2019-10-07 08:49:35
2019-10-07 08:52:46 UTC,purchase,3600182,2053013563810775923,appliances.kitchen.washer,midea,129.94,512998598,ef94dcca-4875-490a-93a1-5b4c2258ec9f,2019-10-07 08:52:46
2019-10-07 08:54:33 UTC,purchase,3600666,2053013563810775923,appliances.kitchen.washer,samsung,319.14,547886213,2bffe03c-1843-43cb-8e31-9a5eecbe458c,2019-10-07 08:54:33
2019-10-07 08:54:43 UTC,purchase,3600253,2053013563810775923,appliances.kitchen.washer,midea,94.47,513778225,152c379e-644f-4e0b-abf2-f120a8cabed0,2019-10-07 08:54:43
2019-10-07 08:55:01 UTC,purchase,3601513,2053013563810775923,appliances.kitchen.washer,samsung,463.15,517436590,dd310f33-270a-4926-82bb-92cf572fd4f5,2019-10-07 08:55:01
2019-10-07 08:58:06 UTC,purchase,3601365,2053013563810775923,appliances.kitchen.washer,artel,93.70,534505733,8078487b-5a19-4c0e-87cd-f9ee317088bf,2019-10-07 08:58:06
2019-10-07 09:00:46 UTC,purchase,3601522,2053013563810775923,appliances.kitchen.washer,lg,285.70,557641493,ff74f7eb-3aed-4000-bee9-14ea5dff14f3,2019-10-07 09:00:46
2019-10-07 09:02:25 UTC,purchase,3600591,2053013563810775923,appliances.kitchen.washer,artel,93.70,514591571,7aadd66f-797a-4e51-bda2-90ffdf0b1f75,2019-10-07 09:02:25
2019-10-07 09:04:34 UTC,purchase,3600666,2053013563810775923,appliances.kitchen.washer,samsung,319.14,555590945,c98c14a9-f1bd-450e-a448-5b11dbc2da3a,2019-10-07 09:04:34
2019-10-07 09:11:50 UTC,purchase,3600163,2053013563810775923,appliances.kitchen.washer,indesit,185.05,514034348,9591a8e2-27f3-4067-a805-f432b2194484,2019-10-07 09:11:50
2019-10-07 09:13:15 UTC,purchase,3600231,2053013563810775923,appliances.kitchen.washer,midea,97.30,520327202,e4f02ce2-afcd-40b0-83a3-00bff0aeba76,2019-10-07 09:13:15
2019-10-07 09:13:49 UTC,purchase,3601241,2053013563810775923,appliances.kitchen.washer,lg,350.63,519261372,6d34b58b-335f-4a04-9f7e-6e196fe64c4a,2019-10-07 09:13:49
2019-10-07 09:14:22 UTC,purchase,3601494,2053013563810775923,appliances.kitchen.washer,beko,277.97,537799653,c9112ae3-391b-4fea-bf3b-a9501c32107c,2019-10-07 09:14:22
2019-10-07 09:16:32 UTC,purchase,3601405,2053013563810775923,appliances.kitchen.washer,beko,180.16,557650598,02085b88-9328-407a-9686-f36f0c3ab564,2019-10-07 09:16:32
2019-10-07 09:18:47 UTC,purchase,3600231,2053013563810775923,appliances.kitchen.washer,midea,97.30,557648287,653e8d05-dee2-41c2-a328-c11b10fe09a1,2019-10-07 09:18:47
2019-10-07 09:19:09 UTC,purchase,3601284,2053013563810775923,appliances.kitchen.washer,artel,83.58,517013621,6af07da8-e77c-4084-aefa-75f93f62b382,2019-10-07 09:19:09
2019-10-07 09:19:33 UTC,purchase,3600661,2053013563810775923,appliances.kitchen.washer,samsung,296.52,555298858,52e0b984-4805-4422-9dee-73db19575e87,2019-10-07 09:19:33
2019-10-07 09:19:34 UTC,purchase,3601516,2053013563810775923,appliances.kitchen.washer,samsung,579.14,557653320,362bd120-ed1b-43cf-a374-0eb7ce1b4d41,2019-10-07 09:19:34
2019-10-07 09:20:06 UTC,purchase,3601244,2053013563810775923,appliances.kitchen.washer,lg,360.34,550798052,e68ecfe1-3025-4391-ab1a-fb14e3e905a8,2019-10-07 09:20:06
2019-10-07 09:22:21 UTC,purchase,3600661,2053013563810775923,appliances.kitchen.washer,samsung,296.52,523750704,484ca210-487f-40a2-a0fd-e98b2807afe5,2019-10-07 09:22:21
2019-10-07 09:23:02 UTC,purchase,3600545,2053013563810775923,appliances.kitchen.washer,samsung,579.14,513155725,ee30c304-30a8-4f96-8ff0-48a81c668b7b,2019-10-07 09:23:02
2019-10-07 09:26:00 UTC,purchase,3601485,2053013563810775923,appliances.kitchen.washer,lg,320.49,519742456,77b870d7-3600-4ac7-a7be-8d1c6161c1f2,2019-10-07 09:26:00
2019-10-07 09:39:13 UTC,purchase,3601489,2053013563810775923,appliances.kitchen.washer,samsung,489.04,512474425,59441c67-02c7-483c-aa04-d25048d42322,2019-10-07 09:39:13
2019-10-07 09:39:36 UTC,purchase,3601479,2053013563810775923,appliances.kitchen.washer,indesit,187.65,514668753,bc2efdd4-5d15-4628-b59b-a4bb7119a06d,2019-10-07 09:39:36
2019-10-07 09:40:35 UTC,purchase,3600163,2053013563810775923,appliances.kitchen.washer,indesit,185.05,521334609,ad598d1f-5bc9-4b9d-8a04-d6cedc350b7b,2019-10-07 09:40:35
2019-10-07 09:40:53 UTC,purchase,3600661,2053013563810775923,appliances.kitchen.washer,samsung,296.52,556064071,ce08556b-62e9-453e-a6dc-73711e667066,2019-10-07 09:40:53
2019-10-07 09:43:27 UTC,purchase,3601505,2053013563810775923,appliances.kitchen.washer,samsung,501.92,518726613,e87912f4-2c03-4569-935d-7a45ed30797e,2019-10-07 09:43:27
2019-10-07 09:45:56 UTC,purchase,3601248,2053013563810775923,appliances.kitchen.washer,indesit,180.13,557660433,90d7f3ca-0a78-44a0-ba12-4941fdcb6c69,2019-10-07 09:45:56
2019-10-07 09:48:08 UTC,purchase,3600591,2053013563810775923,appliances.kitchen.washer,artel,93.70,516905406,c63fc7e9-3503-4bd5-ac62-1a581d754b33,2019-10-07 09:48:08
2019-10-07 09:48:55 UTC,purchase,3601195,2053013563810775923,appliances.kitchen.washer,beko,241.94,515414459,1c9669b6-d4f3-4d12-b38b-67fa6fadee25,2019-10-07 09:48:55
2019-10-07 09:54:03 UTC,purchase,3600659,2053013563810775923,appliances.kitchen.washer,atlant,244.02,531502107,d05c3769-e7d8-4ea3-803c-714492403a4a,2019-10-07 09:54:03
2019-10-07 09:57:47 UTC,purchase,3600934,2053013563810775923,appliances.kitchen.washer,indesit,245.39,537573083,c475dc17-bb49-49d1-873c-d3cb45bbcb40,2019-10-07 09:57:47
2019-10-07 09:58:38 UTC,purchase,3601421,2053013563810775923,appliances.kitchen.washer,lg,406.45,532954939,e3104eef-9339-477c-8dac-f2be2c7a3c7f,2019-10-07 09:58:38
