07,9573
15,12584
11,10962
29,9438
30,9626
01,9074
22,11646
28,9798
16,14914
31,9378
18,11994
27,10836
17,13315
26,10583
09,9989
05,10688
19,11378
23,11270
08,9971
03,9299
25,10734
02,9270
06,10068
24,11006
20,11302
10,9795
12,10385
04,12301
13,11615
14,13673
21,11553
