19,20,392
04,21,216
20,03,931
25,03,972
02,21,152
04,20,336
06,05,1520
08,23,71
20,08,1867
20,21,257
28,09,1462
13,10,2450
07,04,1273
13,23,100
21,17,1036
07,17,870
28,08,1584
04,23,102
14,05,1775
10,00,88
22,01,123
25,12,1368
31,01,125
15,13,1115
16,01,250
01,18,608
03,19,516
08,14,1162
19,18,826
24,00,99
21,07,1492
24,23,82
10,09,1465
10,15,1172
12,19,517
22,21,218
02,22,89
06,22,101
18,14,1354
25,10,1588
28,18,709
25,08,1684
03,21,179
14,00,113
07,13,1153
30,11,1270
01,22,102
05,06,1648
14,16,1355
08,20,245
29,17,841
30,14,1162
05,12,1266
17,10,1863
03,18,806
05,14,1107
16,17,1300
09,13,1232
31,16,1068
21,09,1806
01,03,845
07,02,394
24,12,1296
26,12,1257
07,14,1026
09,09,1725
10,05,1413
08,06,1615
25,13,1326
17,13,1479
17,19,643
26,13,1161
31,02,342
06,00,74
19,19,542
26,23,124
30,16,999
10,20,339
12,00,114
16,03,1159
21,04,1437
29,16,971
06,16,1137
16,12,2137
02,15,1023
15,06,2067
20,04,1308
11,02,559
12,12,1440
30,10,1296
03,22,109
17,03,1125
17,12,1475
15,16,1492
15,02,518
08,21,155
21,23,83
08,11,1429
31,09,1428
15,14,1052
08,07,1678
09,01,199
18,23,88
19,04,1376
19,14,1207
20,23,79
21,13,1345
16,16,1492
